RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees with identifiers, species, height, owner, and manager attributes; this is a discrete object layer, not a measurement or event layer.",,0.98,Baseline_gpt
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees, a countable real-world object layer. Numeric fields like boomnummer, plantjaar, and radius are attributes, not the main phenomenon.",,0.99,Baseline_gpt
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees with species, year planted, owner/manager, and tree type attributes; this is an object layer, not a measurement or event layer.",,0.99,Baseline_gpt
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark distinct compost collection locations/initiatives (street-name based sites) with descriptive attributes; this is a point object layer, not a measurement or event layer.",,0.98,Baseline_gpt
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,PlainVectorRegion,PatchDS,"Polygon areas named as camera zones; they are discrete bounded areas, not a full tessellation or reporting units, so PatchDS with PlainVectorRegion.",,0.94,Baseline_gpt
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees (Canadian poplars) with IDs, species, district, and action/status attributes; this is a set of identifiable real-world objects, not a measurement or event layer.",,0.99,Baseline_gpt
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual crowd-monitoring sensors/cameras (distinct assets), so this is PointDS with ObjectDS rather than a measurement or amount layer.",,0.98,Baseline_gpt
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,PatchDS,"Polygon areas mark selected cultural-historical exploration zones, not a full tessellation or reporting units. They are bounded thematic patches describing investigation areas, so PlainVectorRegion + PatchDS.",,0.97,Baseline_gpt
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark knotweed occurrences/records, not a measurement field; numeric area is just an attribute. Classified as point objects (ObjectDS) using the point/object rule.",,0.98,Baseline_gpt
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark discrete ecopassage bottleneck objects/locations (routes, bridges, passages) rather than measurements or events; classified as ObjectDS by the point-object rule.",,0.96,Baseline_gpt
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,PatchDS,"Polygon/MultiPolygon areas are discrete selected wind-energy potential zones, not a full tessellation. The decisive entity rule is patch: bounded phenomenon areas with numeric capacity/yield attributes, but the main mapped feature is the potential area itself rather than the numbers.",,0.91,Baseline_gpt
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent distinct election polling locations (Stemlocatie) with vote statistics as attributes, so the decisive rule is object points, not amount or measures.",,0.98,Baseline_gpt
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of oak processionary caterpillar nests tied to individual trees (Boom_ID); the main phenomenon is discrete objects with status/date attributes, not a measurement or amount.",,0.98,Baseline_gpt
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,VectorTessellation,CoverageDS,"Polygon areas form an area-wide regulatory zoning/tessellation for pedicab permissions and restrictions, so the geometry is a vector tessellation and the entity is coverage of thematic area classes.",,0.92,Baseline_gpt
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"Points represent discrete pedicab/horse-carriage stand locations (standplaatsen), so this is a point object layer, not a measurement or event layer.",,0.99,Baseline_gpt
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual non-residential buildings/addresses with function labels; this is an object layer, not a measurement or event layer.",,0.98,Baseline_gpt
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,PlainVectorRegion,CoverageDS,Polygon areas classify the whole map into functional land-use mix categories (WON/VZN/WRK) rather than reporting units or discrete objects; this fits a full-area thematic coverage layer.,,0.92,Baseline_gpt
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form an area partition of Amsterdam (tessellation). They are reporting/administrative units with codes and area attributes, so LatticeDS.",,0.98,Baseline_gpt
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so this is a tessellation. The layer represents reporting/administrative units (buurtcombinaties) with area attributes, which fits LatticeDS.",,0.98,Baseline_gpt
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so the geometry is VectorTessellation. The layer is an administrative/reporting unit layer (buurten/neighborhoods) with codes and area attributes, so it is LatticeDS.",,0.99,Baseline_gpt
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so the geometry is a tessellation. The features are reporting/statistical units (buurten) with area attributes, so the entity is LatticeDS.",,0.98,Baseline_gpt
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are administrative reporting units that partition Amsterdam, so the geometry is a tessellation and the entity is LatticeDS.",,0.98,Baseline_gpt
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are administrative/reporting units that partition Amsterdam into near-complete area units, so the geometry is a tessellation and the entity is LatticeDS; the area field is just an attribute.",,0.99,Baseline_gpt
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Polygon layer of named Amsterdam areas that together form the city’s area division; this is a reporting/administrative unit tessellation, so VectorTessellation + LatticeDS.",,0.97,Baseline_gpt
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer shows Amsterdam areas that partition the city into reporting/administrative units (22 gebieden excl. water), so it is a tessellation. The decisive entity rule is reporting unit/statistical area, even though Opp_m2 is a numeric attribute.",,0.96,Baseline_gpt
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"These are named practice areas covering the city in polygon form, functioning as reporting/administrative units rather than discrete objects; the area field is an attribute, so the decisive rule is tessellation plus reporting unit.",,0.97,Baseline_gpt
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,The layer is a set of named practice areas that partition Amsterdam into near-complete region units; the area field is just an attribute. Decisive rules: tessellation and reporting-unit lattice.,,0.98,Baseline_gpt
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygons are noise contour zones around industrial areas, not a full tessellation of reporting units. The decisive rule is contour/band classification from the 50DB noise zones.",,0.94,Baseline_gpt
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,Polygon bands labeled with dB ranges indicate contour/interval zones rather than a full tessellation or objects; decisive rule: contour-like value classes.,,0.98,Baseline_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygons represent noise contour bands (dB classes), not a tessellation or reporting units. The decisive rule is contour/isoline-like value intervals, with the numeric KLASSE/SELECTIE indicating banded noise levels.",,0.97,Baseline_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygonal noise contour bands with dB classes indicate contour/isoline zones, not a full tessellation or object layer.",,0.98,Baseline_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,ObjectDS,"Point features are polling stations/stemlocaties with election results attached; the layer represents discrete facilities/objects, not measurements or events. Geometry is PointDS and the decisive entity rule is ObjectDS for identifiable places with attributes.",,0.97,Baseline_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark individual green-roof locations/projects (addresses, roof type, photos), so this is an object layer; numeric area/year fields are attributes, not the main phenomenon.",,0.96,Baseline_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,PlainVectorRegion,CoverageDS,"Polygon land-use classification layer; polygons are discrete land-use areas within a thematic coverage rather than a reporting tessellation. Entity is CoverageDS because the map shows exhaustive area-wide land-use classes (e.g., traffic, residential, water, nature).",,0.98,Baseline_gpt
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark identifiable historical buildings and related facilities, not measurements or events; numeric fields are dates/attributes, so the decisive rule is object points.",,0.98,Baseline_gpt
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon regions are discrete bounded municipal areas rather than a full tessellation. The decisive rule is object/area representation: the layer maps identifiable city/municipality polygons, with GEMEENTE_ID as an identifier, not a main amount or coverage field.",,0.92,Baseline_gpt
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas mark selected dog off-leash/restricted zones, not a full tessellation or reporting units; this fits bounded phenomenon patches. The decisive rule is PatchDS for special zones.",,0.95,Baseline_gpt
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon layer of named green-space sites (parks, cemeteries, corridors, etc.) with area attributes; these are discrete managed objects, not a full tessellation or numeric field.",,0.95,Baseline_gpt
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual private elm trees (a countable real-world object); numeric/categorical fields are attributes, not the main phenomenon.",,0.98,Baseline_gpt
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent identifiable housing projects/buildings for youth and students; the numeric Aantal_woningen is an attribute, not the main mapped phenomenon, so ObjectDS fits best.",,0.98,Baseline_gpt
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of individual chestnut trees; each point represents a distinct tree object, with damage status as an attribute rather than the main mapped quantity.",,0.98,Baseline_gpt
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,Point features with numeric groundwater/ground-level attributes; this is a point measurement layer rather than objects or amounts.,,0.98,Baseline_gpt
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,Polygon areas show flood-related zones with probability/depth classes; they are selected phenomenon patches rather than a full reporting tessellation or object layer.,,0.86,Baseline_gpt
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of market locations; each point is a distinct real-world market object, not a measurement or event. Decision used: point geometry + object/facility classification.",,0.99,Baseline_gpt
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometries mark identifiable named green monuments/parks and related heritage sites; the numeric monument IDs and dates are attributes, not the main phenomenon.",,0.97,Baseline_gpt
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual monumental trees; this is a discrete object layer, not measurements or events.",,0.99,Baseline_gpt
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent identifiable monuments/buildings/assets, so the decisive rule is object points; the numeric monument number is just an attribute, not the main phenomenon.",,0.99,Baseline_gpt
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features marking individual quay wall plant occurrences/species locations; the main phenomenon is identifiable biological objects, not measurements. Numeric counts are ancillary attributes, so ObjectDS fits better than AmountDS.",,0.97,Baseline_gpt
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,VectorTessellation,AmountDS,"MultiPolygon units form a near-complete tessellation of Amsterdam reporting areas (CodeW), and the layer maps NO2 concentrations over time; by the reporting-unit and amount rules this is Lattice-like geometry with AmountDS.",,0.97,Baseline_gpt
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"Point layer of NO2 measurement locations; the main phenomenon is sampled air-quality measurement at points, so PointDS + PointMeasuresDS.",,0.98,Baseline_gpt
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas are discrete bounded zones, not a full tessellation; the layer maps selected gulch/area patches with a category field, so PatchDS is the best fit.",,0.88,Baseline_gpt
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"Point soundings/boreholes sample subsurface conditions at locations; the decisive rule is point measurement of a continuous geological phenomenon, not point objects or amounts.",,0.98,Baseline_gpt
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,VectorTessellation,ObjectDS,"Polygon layer of named development neighbourhoods; these are discrete bounded areas and the set is intended as a neighborhood partition, so Geometry is VectorTessellation. The features represent identifiable named areas/projects rather than a full-area thematic field or reporting units, so Entity is ObjectDS.",,0.95,Baseline_gpt
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual public toilet locations/facilities; numeric price and opening details are attributes, so this is an object layer rather than amount or event.",,0.99,Baseline_gpt
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,VectorTessellation,PatchDS,"Polygon layer of Amsterdam neighbourhoods/bounded zones used for overnight policy rules; these regions do not appear to be full thematic coverage or reporting units, so they fit a bounded patch/zone classification.",,0.96,Baseline_gpt
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,PlainVectorRegion,CoverageDS,"Polygons are discrete zone areas for parking-standard categories, not a full tessellation of reporting units. The decisive rule is coverage: an area-wide thematic classification by category (A/B/C).",,0.93,Baseline_gpt
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon footprints of named parks and green spaces; these are discrete bounded objects, not a full tessellation or amount layer. Numeric area is just an attribute, so ObjectDS.",,0.98,Baseline_gpt
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postcode4-buurten are postcode area polygons that partition Amsterdam, so geometry is a tessellation. They are reporting/statistical units identified by postcode, with area as an attribute, so entity is LatticeDS.",,0.99,Baseline_gpt
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Polygon postcode areas are reporting/statistical units that partition Amsterdam; the key rule is tessellation plus reporting-unit classification, not the numeric area attribute.",,0.98,Baseline_gpt
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Postal code polygons form a near-complete area partition, and the decisive rule is reporting/statistical units (postcode6/Buurtcode) rather than objects or amounts.",,0.99,Baseline_gpt
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,"LineString features form a transport/infrastructure network; title and attributes (roads, routes, speed, tram/bus/auto classes) indicate connected route system, so LineDS + NetworkDS.",,0.99,Baseline_gpt
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,ObjectDS,"Polygons represent discrete pedestrian network zones/areas like parks and squares, not a full tessellation or reporting unit. The decisive rule is object-like bounded regions rather than coverage or patch classification.",,0.88,Baseline_gpt
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features naming specific locations/masts; this is an object layer, not a measurement or event layer.",,0.97,Baseline_gpt
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,PointDS,EventDS,"Point features mark privacy-related research/analysis items (e.g., investigations and pilot analyses), so the decisive rule is point-based event/occurrence mapping rather than objects or amounts.",,0.96,Baseline_gpt
