RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees with species, height, year planted, owner, and manager attributes; this is an object layer, not a measurement or event layer.",,0.99,debug_manual_gpt
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees with species, height, year planted, owner, and manager attributes; this is a discrete object layer, not measurements or events.",,0.99,debug_manual_gpt
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees with species, height, year planted, owner, and manager attributes; this is an object layer, not a measurement or amount layer.",,0.99,debug_manual_gpt
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"Point locations for neighborhood compost sites; each point is a distinct real-world object/facility, not a measurement or event.",,0.97,debug_manual_gpt
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,PlainVectorRegion,PatchDS,"Polygons are selected camera zones rather than a full tessellation; low shared boundaries and sparse adjacency support PlainVectorRegion. The layer represents bounded camera areas, so PatchDS fits the selected-area/zone rule.",,0.95,debug_manual_gpt
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,EventDS,"Point features represent individual trees, but the layer is mainly about actions and scheduling on those trees (kap/snoei/herplant), so the decisive rule is event-like occurrence/management rather than object inventory.",,0.95,debug_manual_gpt
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual crowd-monitoring sensors/cameras, so this is a discrete object layer, not a measurement or amount layer.",,0.99,debug_manual_gpt
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,PatchDS,"Polygons are selected cultural-historical exploration areas, not reporting units or full-area coverage; they represent bounded zones/patches. Topology hint suggested PlainVectorRegion, and the layer is best read as patch-like bounded areas with descriptive attributes.",,0.89,debug_manual_gpt
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual knotweed occurrences/locations, not measurements or events; the numeric area field is an attribute of each infestation object, so ObjectDS fits best.",,0.98,debug_manual_gpt
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"Point feature layer of ecopassage problem sites/solutions; each point represents a distinct real-world crossing/knelpunt object, not a measurement or event.",,0.98,debug_manual_gpt
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,ObjectDS,"Polygons are isolated wind-energy potential sites, not a tessellated coverage; the decisive entity rule is object-like bounded projects with numeric attributes (capacity and expected yield), so ObjectDS.",,0.97,debug_manual_gpt
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of polling/stem locations for the 2019 European Parliament election; each point is a distinct voting location with vote attributes, so ObjectDS rather than AmountDS.",,0.99,debug_manual_gpt
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark individual trees/nests (Boom_ID) for oak processionary caterpillar management; this is a discrete object layer with point geometry, not a measurement or event layer.",,0.97,debug_manual_gpt
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas are selective regulation zones for pedicab rules, not a full tessellation or reporting unit. The decisive rule is bounded selected-area/zone -> PatchDS, with suggested_region_geometry also supporting PlainVectorRegion.",,0.95,debug_manual_gpt
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features labeled as pedicab/coach pitches; these are distinct real-world standplaatsen (facility/asset objects), not measurements or events.",,0.98,debug_manual_gpt
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"Point features are individual non-residential premises/addresses (VOT_ID, Adres, Hoofdfunctie), so this is an object layer. The numeric fields are attributes of the premises, not the main mapped phenomenon.",,0.97,debug_manual_gpt
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,PlainVectorRegion,CoverageDS,The layer is a categorical land-use/function-mix map with polygons classified as wonen/voorzieningen/werken; it is not a reporting-unit tessellation but a thematic coverage of discrete regions.,,0.98,debug_manual_gpt
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood (wijken/buurtcombinaties) polygons form a complete administrative partition, and the codes/names indicate reporting units; tessellation + lattice.",,0.99,debug_manual_gpt
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood-combination polygons are administrative/statistical reporting units that partition Amsterdam, and topology hints strongly support a tessellation; Opp_m2 is just an attribute.",,0.98,debug_manual_gpt
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons with codes form a near-complete partition of Amsterdam, and the layer is a reporting/statistical unit set (buurten) with area attributes, so VectorTessellation + LatticeDS.",,0.99,debug_manual_gpt
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhoods are reporting/statistical units with codes and area attributes, and the polygons form a near-complete partition with strong shared boundaries, so this is a tessellation plus lattice.",,0.98,debug_manual_gpt
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts form a near-complete administrative partition, and the topology hints strongly support tessellation. The decisive entity rule is reporting/administrative units, so this is LatticeDS rather than AmountDS despite the area field.",,0.98,debug_manual_gpt
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are administrative reporting units that partition Amsterdam, so the geometry is a tessellation. The decisive entity rule is reporting/statistical unit -> LatticeDS; Opp_m2 is just an attribute of each district.",,0.98,debug_manual_gpt
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a complete administrative/area division of Amsterdam into 22 areas plus one extra area feature, with strongly adjacent polygons and high shared boundaries, so it is a tessellation. The features are reporting/administrative units named by gebied and stadsdeel codes, making LatticeDS the best fit.",,0.98,debug_manual_gpt
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a near-complete partition of Amsterdam into 22 areas with shared boundaries and no overlap, so it fits VectorTessellation. The features are reporting/administrative areas with codes and names, so the decisive entity rule is LatticeDS.",,0.98,debug_manual_gpt
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The 25 practice areas are named administrative/practice regions that partition Amsterdam, and the topology strongly supports tessellation. The polygons are reporting/aggregation units with area attributes, so LatticeDS is the best fit.",,0.98,debug_manual_gpt
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a near-complete set of named practice areas that partition the city; topology hints strongly support tessellation. The areas function as reporting/administrative units with names, codes, and area fields, so LatticeDS fits best.",,0.98,debug_manual_gpt
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The layer is noise contour zones (50 dB, industrial noise), so the main phenomenon is isoline/interval bands rather than objects or reporting units. Polygon features are named contour areas, not a full tessellation, so PlainVectorRegion and ContourDS fit best.",,0.94,debug_manual_gpt
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygon noise zones are isoline/interval bands (55-60 dB, 60-65 dB, etc.), so the entity is ContourDS. Despite adjacency, the polygons are contour classes rather than a reporting tessellation, so geometry is PlainVectorRegion.",,0.98,debug_manual_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,Layer shows noise contour polygons with dB classes; the main phenomenon is isoline/interval bands rather than a full-area tessellation. Classified as ContourDS.,,0.98,debug_manual_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The layer is a set of noise contour polygons with dB classes, so the main phenomenon is contour/isoline bands rather than reporting units or full coverage. Despite strong polygon adjacency, the metadata and classes indicate contour zones, so PlainVectorRegion + ContourDS.",,0.97,debug_manual_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,ObjectDS,"Point features are voting stations/polling locations (stembureaus) with election result attributes, so this is a point object layer rather than a measurement or event layer.",,0.99,debug_manual_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of identifiable green-roof locations at addresses; the points represent discrete real-world objects/projects, not measurements or events. Numeric fields are attributes, so ObjectDS is the right entity.",,0.98,debug_manual_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"Land use 2017 is a full-area thematic classification with many adjacent polygons forming a near-complete partition, so VectorTessellation fits; the polygons represent land-use categories rather than reporting units or individual objects, so CoverageDS.",,0.98,debug_manual_gpt
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"Point features marking identifiable historical buildings/structures; the main phenomenon is discrete objects, not measurements or events.",,0.99,debug_manual_gpt
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer shows three discrete municipal polygons with only a GEMEENTE_ID identifier. They are not a full tessellation of a study area; the metadata indicates a special comparison map ('How big is Amsterdam') rather than reporting units or coverage, so PlainVectorRegion. The polygons represent identifiable bounded municipal objects, so ObjectDS.",,0.91,debug_manual_gpt
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygons mark selected dog run/ban restriction areas rather than a full-area tessellation, so PlainVectorRegion; the main phenomenon is bounded restriction zones/patches, not reporting units, coverage, or objects.",,0.97,debug_manual_gpt
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"Polygons are discrete green-area objects/selected zones (e.g., parks, cemeteries, corridors) rather than a full administrative or thematic partition, so PlainVectorRegion. The main meaning is bounded green patches/object areas, not reporting units or coverage, so PatchDS.",,0.95,debug_manual_gpt
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual elm trees (private); this is a discrete object layer, not a measurement or event layer.",,0.98,debug_manual_gpt
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark distinct housing projects/buildings; the numeric woning count is an attribute, not the main mapped phenomenon, so this is ObjectDS rather than AmountDS.",,0.98,debug_manual_gpt
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of chestnut trees; each point represents a distinct tree object, with species and damage status as attributes. The decisive rule is object points, not amount or event.",,0.98,debug_manual_gpt
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"Point features sample a continuous climate/hydrology phenomenon (dryness/groundwater metrics like Maaiveld and GLG), so this is PointMeasuresDS; geometry is PointDS.",,0.98,debug_manual_gpt
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,VectorTessellation,ContourDS,"Polygon layer forms a near-partition with strong shared boundaries, so VectorTessellation. The flooded-area polygons are classified by probability and depth bands, making them contour-like interval zones rather than objects or reporting units.",,0.95,debug_manual_gpt
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual market locations (named places like Albert Cuypmarkt and Waterlooplein), so this is an ObjectDS point layer; the metadata indicates markets rather than measurements or events.",,0.98,debug_manual_gpt
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of named green monuments/parks and related sites; the decisive rule is discrete real-world objects at point locations, not amounts or events.",,0.98,debug_manual_gpt
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual monumental trees, a set of identifiable real-world objects; numeric and categorical fields are attributes, not the main mapped phenomenon.",,0.99,debug_manual_gpt
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent discrete monument objects/buildings, not measurements or events; the decisive rule is ObjectDS for identifiable real-world assets.",,0.99,debug_manual_gpt
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark individual quay-wall plant occurrences/species locations; the main phenomenon is identifiable objects (plants), not counts. Numeric Aantal_* fields are attributes of those records, so ObjectDS.",,0.98,debug_manual_gpt
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,PlainVectorRegion,PointMeasuresDS,"MultiPolygon zones are discrete measurement areas rather than a tessellation, and the layer represents NO2 measurements over time at mapped locations/areas. The decisive rule is point/area-based environmental measurement, not object or amount mapping.",,0.97,debug_manual_gpt
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"Point layer of NO2 measurement locations; each point is a sampling/measurement site for a continuous air-quality phenomenon, so PointDS + PointMeasuresDS.",,0.99,debug_manual_gpt
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,CoverageDS,"Polygons are sparse and not a tessellation (low shared boundary, low fill), so PlainVectorRegion. The layer uses category values to classify bounded areas, indicating a full-area thematic coverage rather than reporting units or objects.",,0.9,debug_manual_gpt
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"Point layer of soundings/boreholes; each point is a measurement location sampling subsurface conditions, so PointDS with PointMeasuresDS.",,0.98,debug_manual_gpt
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents named development neighbourhoods (discrete bounded places) rather than a full administrative/statistical partition, so PlainVectorRegion fits. Each polygon is an identifiable area/project object with codes, names, and links, so ObjectDS is the best entity.",,0.89,debug_manual_gpt
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of discrete public toilet locations; the main phenomenon is identifiable facilities, not the numeric fee attribute, so this is ObjectDS.",,0.99,debug_manual_gpt
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,VectorTessellation,PatchDS,"Polygon neighborhoods form a tessellation-like partition (high shared boundaries and adjacency). The layer marks selected policy zones with conditions, not reporting units or full coverage, so PatchDS fits best.",,0.93,debug_manual_gpt
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"Polygon layer with high shared boundaries and adjacent polygons suggests a tessellation. The category field (A/B/C) indicates a full-area parking standard classification, so CoverageDS fits best.",,0.95,debug_manual_gpt
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer maps named parks/green spaces as discrete bounded objects, not a full-area tessellation; polygons are isolated and the topology hint suggests PlainVectorRegion. Numeric area is only an attribute, so ObjectDS fits best.",,0.96,debug_manual_gpt
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postcode4-buurten are postcode/statistical areas that partition the city, and the strong shared-boundary topology supports VectorTessellation. The decisive entity rule is reporting/statistical units -> LatticeDS; Opp_m2 is just an attribute.",,0.98,debug_manual_gpt
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postcode4-buurten are postcode reporting units that partition the area, and topology hints strongly support tessellation; the decisive entity rule is reporting/statistical units -> LatticeDS.",,0.97,debug_manual_gpt
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Postcode6-vlakken are postcode area polygons intended as a partition of the city; the decisive rule is tessellation. They are reporting/statistical units (postcode6 areas) rather than objects or patches, so LatticeDS.",,0.95,debug_manual_gpt
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,"LineString infrastructure layer of roads/transport routes with plus/main network classifications; decisive rule is network system, so Geometry=LineDS and Entity=NetworkDS.",,0.99,debug_manual_gpt
