RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with 70k mapped tree features; the layer represents identifiable real-world objects (trees), not measurements or events. Numeric fields are attributes of the trees, not the main phenomenon.",,0.99,V2_gpt
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"Point features are individual trees, and the attributes identify each tree as a distinct mapped object rather than a measurement or event.",,0.99,V2_gpt
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees (named species/IDs, planting year, owner/manager, height), so this is a point object layer rather than measurements or events.",,0.99,V2_gpt
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map individual compost locations/facilities named by street and initiative details, so the decisive rule is point objects rather than amounts or events.",,0.98,V2_gpt
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,VectorTessellation,PatchDS,"Polygons are named camera areas tied to overlast enforcement, so they represent selected affected zones rather than objects; the region layer is a tessellated set of area patches, not a full reporting-unit lattice.",,0.88,V2_gpt
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with each feature representing a distinct tree object (Canadian poplars) identified by tree number and species; the measures/planning fields are attributes, not the main phenomenon.",,0.98,V2_gpt
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual crowd-monitoring sensors/cameras; the decisive rule is points as distinct real-world objects, not measurements or events.",,0.98,V2_gpt
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,PatchDS,"Polygon areas are selected cultural-historical exploration zones, not a full tessellation or reporting units. The decisive rule is PatchDS: these are bounded areas where a phenomenon/assessment applies, rather than discrete mapped objects or coverage classes.",,0.88,V2_gpt
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of knotweed occurrences; each point represents a mapped infestation/object location, not a measurement or event. Numeric area fields are attributes, not the main phenomenon.",,0.95,V2_gpt
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"Points represent ecopassage problem locations/structures and related mitigation objects (e.g., bridges, passages, underpasses), so PointDS with ObjectDS is the best fit.",,0.97,V2_gpt
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,PatchDS,"Polygon regions are selected potential wind-energy areas, not a full tessellation or reporting units; the decisive rule is PatchDS for bounded phenomenon areas. Numeric MW/GWh are attributes of these areas, not the main mapped phenomenon.",,0.92,V2_gpt
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual stemlocaties/stemdistrict polling locations for the 2019 European Parliament election; the mapped thing is the voting location, not a measured field or event. Numeric vote fields are attributes, so ObjectDS, and the geometry is PointDS.",,0.96,V2_gpt
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of individual trees/nest locations; the mapped thing is a distinct real-world object (tree/record), not a measurement or event.",,0.98,V2_gpt
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas represent pedicab allowed/forbidden zones and restrictions, not a tessellated reporting unit. The decisive rule is PatchDS for bounded applicability/restriction areas.",,0.98,V2_gpt
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with categorical labels for pedicab and carriage stand locations; the mapped thing is the stand/pitch itself, so this is an object layer.",,0.98,V2_gpt
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry and the layer maps distinct non-residential facilities/addresses (e.g., church, office, restaurant); the numeric fields are attributes, not the main phenomenon.",,0.97,V2_gpt
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,PlainVectorRegion,CoverageDS,"Polygon layer classifies each area by function mix (wonen/voorzieningen/werken) with categorical CAT labels, so it is a full-area thematic coverage rather than reporting units or discrete objects.",,0.93,V2_gpt
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so geometry is VectorTessellation. The layer is a reporting-unit geography (buurtcombinaties/wijken/stadsdeel codes), which makes it LatticeDS rather than object or patch.",,0.99,V2_gpt
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhoods are reporting/statistical units that partition the city area, so geometry is VectorTessellation and entity is LatticeDS.",,0.98,V2_gpt
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so Geometry is VectorTessellation. The decisive entity rule is reporting-unit keywords (buurt/buurten/stadsdeel), which makes this a lattice of statistical neighborhoods rather than objects or patches.",,0.98,V2_gpt
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete partition of Amsterdam, so geometry is VectorTessellation. The decisive entity rule is reporting/statistical units: buurt/buurten and stadsdeel are administrative neighborhood units, so LatticeDS.",,0.99,V2_gpt
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are administrative/reporting units that partition the city area, so the geometry is a tessellation and the entity is LatticeDS.",,0.99,V2_gpt
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are reporting/administrative units that partition the city area, so the geometry is a tessellation and the entity is LatticeDS.",,0.98,V2_gpt
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a set of named Amsterdam areas that function as reporting/administrative units (e.g., Gebied, Stadsdeel_code), so the decisive rule is reporting units -> LatticeDS. The polygons also form a near-complete area division, so geometry is VectorTessellation.",,0.96,V2_gpt
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a partition of Amsterdam into named gebieden/areas, with area codes and reported area sizes, so it fits a reporting-unit tessellation (LatticeDS) rather than a patch or object.",,0.98,V2_gpt
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Polygons are practice areas that partition the city into reporting/administrative-style units; the decisive rule is reporting units, so ENTITY = LatticeDS. Geometry is VectorTessellation because the regions form a near-complete areal partition.",,0.96,V2_gpt
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer is a set of named practice areas that partition Amsterdam into area units, so it fits VectorTessellation. The decisive entity rule is reporting/statistical units, supported by district-like area names and Stadsdeel_code, so LatticeDS.",,0.94,V2_gpt
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The layer is noise contours for industry; polygons represent contour bands/interval zones, not a full tessellation or objects. Decisive rule: contour/interval region layer.",,0.97,V2_gpt
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygon regions represent noise contour bands (55-60, 60-65 dB, etc.), so the decisive rule is contour/interval zones rather than objects or reporting units.",,0.98,V2_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygon areas represent noise contour bands (e.g., 50–55 dB, >70 dB), so this is a contour/interval zone layer rather than objects or reporting units.",,0.97,V2_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygon layer of noise contour bands (50-55 dB, etc.); this is an isoline/interval-class map rather than objects or reporting units.",,0.98,V2_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometries mark individual voting locations/stembureaus. The layer is about polling station places with election results as attributes, so the decisive rule is point objects rather than amounts or events.",,0.98,V2_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry; each point is a distinct green-roof site/place (addressed object) with attributes like type, year, and area, so ObjectDS rather than AmountDS.",,0.95,V2_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"Land use is a full-area thematic classification, so the polygons represent exhaustive coverage of the study area; the polygon layer is a tessellation and the decisive rule is CoverageDS before ObjectDS/PatchDS.",,0.95,V2_gpt
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with named historical buildings/structures as the mapped features, so this is ObjectDS; the dates are attributes, not the main phenomenon.",,0.98,V2_gpt
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon features are discrete municipalities/areas rather than a full tessellation, and the layer name/metadata suggest the mapped thing is the area itself ('How big is Amsterdam'), so ObjectDS is the best fit.",,0.76,V2_gpt
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon features describe dog off-leash and ban zones; this is a selected restriction/phenomenon area, not a reporting unit or full tessellation. PatchDS fits the area-where-rules-apply meaning.",,0.98,V2_gpt
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon features represent named green-structure sites/places like parks, cemeteries, sports parks, and gardens; these are mapped as discrete objects rather than a tessellation or reporting units.",,0.96,V2_gpt
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map individual elm trees as identifiable real-world objects; numeric fields are just attributes, so the decisive rule is ObjectDS for discrete assets.",,0.99,V2_gpt
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with 128 mapped housing sites; each point represents a discrete youth/student housing project or facility, not a measurement or event. The numeric woning count is an attribute, while the mapped feature is the object.",,0.98,V2_gpt
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of individual chestnut trees; the mapped things are distinct objects, and the Aantasting field is just an attribute of each tree.",,0.96,V2_gpt
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"Point geometries sample groundwater/drought-related measurements (Maaiveld, GLG, GLG_maaiveld); the layer is a point-measurement dataset rather than objects or areas.",,0.98,V2_gpt
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"Polygon regions map flood risk/extent categories with probability and depth classes; this is a selected phenomenon zone, not a reporting unit or full tessellation, so PatchDS with PlainVectorRegion.",,0.91,V2_gpt
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with 45 market locations; the layer maps identifiable markets as places/facilities, not measurements or events.",,0.98,V2_gpt
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometries, and each point represents a named green monument/object (parks, gardens, bridges, monuments) rather than a measurement or event.",,0.96,V2_gpt
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual monumental trees, i.e., discrete real-world objects; the decisive rule is points-to-objects, not amounts or events.",,0.98,V2_gpt
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometries map discrete monuments/buildings as named heritage objects; the decisive rule is PointDS + ObjectDS, not AmountDS because numeric fields are identifiers/attributes.",,0.99,V2_gpt
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with each point marking a specific quay-wall plant occurrence/object at a named location. The main mapped phenomenon is the mapped plant occurrence, not an amount or event.",,0.98,V2_gpt
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,VectorTessellation,AmountDS,"Polygon layer forms a near-complete tessellation of Amsterdam subareas, and the main phenomenon is numeric NO2 values over time (concentration/average measurements), so this is a tessellated amount map.",,0.9,V2_gpt
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,Point geometry with NO2 measurement locations; the decisive rule is PointMeasuresDS because points sample a continuous environmental phenomenon at locations.,,0.98,V2_gpt
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon regions do not form a full tessellation, so geometry is PlainVectorRegion. The layer name ‘Oergeul/Primeval gulch’ suggests selected phenomenon areas rather than discrete objects, so PatchDS fits the patch/area-of-application rule.",,0.79,V2_gpt
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,ObjectDS,"Point features represent individual sounding/borehole observations with project IDs and measurement attributes; this is a point object dataset, not a point-measurement layer. ",,0.96,V2_gpt
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Development neighbourhoods are reporting/statistical areas in Amsterdam, and the polygons form a near-complete set of buurt units; this follows the reporting-unit/tessellation rule.",,0.96,V2_gpt
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with 206 features; the layer maps public toilets as distinct facilities/objects, not measurements or events.",,0.98,V2_gpt
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,VectorTessellation,LatticeDS,"Polygon features are neighbourhoods/buurt areas, so the geometry is a tessellation and the entity is a reporting-unit layer (LatticeDS). The policy text is attached to these units rather than mapping a full-area coverage or a single object.",,0.94,V2_gpt
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"Polygon zones for parking standards; not a tessellation or reporting unit. The layer maps bounded applicability areas for parking rules, so PatchDS best fits.",,0.88,V2_gpt
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygons represent named parks and green spaces, i.e. discrete mapped objects; the layer is not a reporting-unit tessellation or full-area coverage. Numeric area is just an attribute, so ObjectDS.",,0.96,V2_gpt
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postcode/buurt polygons are reporting units that partition the area, so Geometry is VectorTessellation and Entity is LatticeDS; the numeric area field is just an attribute, not the main phenomenon.",,0.98,V2_gpt
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Polygons are postcode/buurt reporting units that partition the city area, so VectorTessellation applies; the decisive entity rule is reporting/statistical unit -> LatticeDS, not AmountDS despite the area field.",,0.98,V2_gpt
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Postcode6 and buurtcode are reporting/statistical units, and the polygons form a postcode-area tessellation; classify by the reporting-unit rule.",,0.98,V2_gpt
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,"LineString features representing plus and main infrastructure networks (roads/transport links); the decisive rule is the route/system network branch, not the numeric attributes.",,0.99,V2_gpt
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas representing pedestrian plus-network zones, not a full tessellation. The decisive entity rule is PatchDS because these are selected bounded zones/areas of applicability rather than discrete objects or reporting units.",,0.79,V2_gpt
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features with location names like bridges, sluices, and facilities indicate discrete mapped objects; the layer is not a measurement, event, or network, so ObjectDS fits best.",,0.98,V2_gpt
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,PointDS,ObjectDS,"Geometry is PointDS because all features are points. Entity is ObjectDS because the points mark distinct privacy-related items/locations (research, risk analysis, investigations) rather than measurements, events, or amounts.",,0.89,V2_gpt
