RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"The points represent specific, countable facilities or locations designated as pedicab pitches (standplaatsen), which classifies them as objects.",,1.0,multi_shot_gemini
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents point-located real-world entities (non-residential functional units) identified by addresses and facility types, which are classic examples of ObjectDS.",,1.0,multi_shot_gemini
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,VectorTessellation,CoverageDS,"The dataset represents a complete spatial partition of the city into blocks, each assigned a category based on its function mix (residential, facilities, work). This is a classic thematic coverage classification across the study area.",,0.9,multi_shot_gemini
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a complete partition of the city into neighborhood combinations (buurtcombinaties), which are administrative/statistical reporting units, making it a VectorTessellation of LatticeDS features.",,1.0,multi_shot_gemini
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents neighborhood combinations (buurtcombinaties), which are administrative/statistical reporting units covering the entire area of Amsterdam, fitting the criteria for VectorTessellation and LatticeDS.",,1.0,multi_shot_gemini
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents neighborhoods ('buurten'), which are administrative and statistical reporting units. These form a complete partition of the study area, fitting the criteria for VectorTessellation and LatticeDS.",,1.0,multi_shot_gemini
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative neighborhood divisions (buurten) of Amsterdam. These regions form a complete partition of the city, making it a VectorTessellation for statistical reporting units (LatticeDS).",,1.0,multi_shot_gemini
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset maps Amsterdam's city districts (stadsdelen), which function as administrative reporting units. As these regions form a near-complete partition of the study area, they are classified as a VectorTessellation and LatticeDS.",,1.0,multi_shot_gemini
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents city districts ('stadsdelen'), which are administrative and reporting units that collectively form a partition of the study area, making it a VectorTessellation of LatticeDS entities.",,1.0,multi_shot_gemini
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents 22 administrative areas (gebieden) in Amsterdam, which form a complete partition of the city. As these are administrative/reporting units used for spatial organization and statistics, LatticeDS is the correct entity classification.",,1.0,multi_shot_gemini
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a complete partition of Amsterdam into statistical areas (Gebieden), which function as administrative reporting units, thus classifying it as LatticeDS with VectorTessellation geometry.",,1.0,multi_shot_gemini
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a set of 'practice areas' (Gebieden) used as administrative reporting units, forming a partition of the city. According to the decision tree, administrative/reporting units should be classified as LatticeDS.",,1.0,multi_shot_gemini
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset partitions the city into 'practice areas' (gebieden), which serve as reporting units for administrative or planning purposes, fitting the criteria for LatticeDS and VectorTessellation.",,0.9,multi_shot_gemini
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset maps noise level contours for industrial areas; as these represent bounded zones showing interval-based noise thresholds (like '50DB'), it is classified as ContourDS.",,0.9,multi_shot_gemini
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours defined by dB ranges, which clearly fall under the ContourDS entity classification as they represent isoline-like value classes.",,1.0,multi_shot_gemini
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours (interval bands of decibel levels), fitting the ContourDS classification.",,1.0,multi_shot_gemini
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise level intervals (contours) as regions categorized by decibel classes, which fits the definition of ContourDS in the decision tree.",,1.0,multi_shot_gemini
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,AmountDS,"The dataset maps election results at polling stations (point locations) where the primary mapped phenomenon is the numeric election count and percentage data, fitting the AmountDS branch for point layers.",,0.95,multi_shot_gemini
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual, identifiable real-world objects (green roofs) as points, each associated with specific location details and attributes; this fits the definition of ObjectDS.",,1.0,multi_shot_gemini
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The layer represents a complete spatial classification of the study area into land use types, which constitutes an exhaustive thematic coverage. Following the decision tree, the full-area partitioning requires VectorTessellation for geometry and CoverageDS for entity.",,1.0,multi_shot_gemini
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents historical buildings as distinct point locations. Each feature is a specific, named historical object (church, gate, etc.), aligning perfectly with the definition of ObjectDS.",,1.0,multi_shot_gemini
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents the administrative boundary of Amsterdam and its constituent parts. Since these are primary administrative objects being mapped rather than a tessellation of an entire region or a thematic classification, ObjectDS is the most appropriate entity, and PlainVectorRegion is the geometry.",,0.8,multi_shot_gemini
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The dataset maps specific spatial zones (dog running and ban areas) where various policy regulations apply, fitting the definition of PatchDS. They do not partition the city (not a tessellation) nor represent discrete facilities or managed objects.",,1.0,multi_shot_gemini
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents specific named green spaces (parks, cemeteries, sports parks) which are identifiable managed assets/places. Under the decision tree, these are best classified as ObjectDS because they are discrete real-world facilities, rather than reporting units (LatticeDS), policy areas (PatchDS), or full-area classifications (CoverageDS).",,0.9,multi_shot_gemini
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,The layer maps individual elm trees (real-world objects) at point locations. Each point represents a distinct asset rather than a measurement or event.,,1.0,multi_shot_gemini
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual housing locations as point features. Each point represents a distinct student or youth housing facility, which are real-world objects/assets. The presence of numeric attributes like 'Aantal_woningen' does not make this an AmountDS, as the primary entity being mapped is the facility itself.",,1.0,multi_shot_gemini
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"Each point represents an individual tree (a distinct, countable, real-world object) that is monitored for disease. The status 'Aantasting' is an attribute of the tree object, not the primary mapped phenomenon.",,1.0,multi_shot_gemini
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"The layer maps point locations (groundwater monitoring wells) where numeric measurements of groundwater levels (GLG) are sampled, fitting the PointMeasuresDS entity type.",,0.9,multi_shot_gemini
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The dataset represents areas subject to flood risks (probability and depth), which are patches of a climate-related phenomenon rather than full-area exhaustive coverage or discrete objects. It does not partition the entire area into reporting units.",,0.9,multi_shot_gemini
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual market locations as point features, which are distinct, identifiable facilities/places, classifying them as ObjectDS.",,1.0,multi_shot_gemini
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct, identifiable real-world objects (green monuments such as parks, gardens, and monuments) located at specific points.",,1.0,multi_shot_gemini
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents discrete, identifiable real-world objects (monumental trees) at specific point locations. The attributes describe the properties of these trees, confirming they are the mapped entities.",,1.0,multi_shot_gemini
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,The layer represents discrete real-world objects (monuments/buildings) as points. These are identifiable assets and fall under the ObjectDS definition.,,1.0,multi_shot_gemini
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual plant occurrences on quay walls and bridges, which are discrete real-world objects. The point features represent these specific biological specimens or observation points, qualifying it as ObjectDS.",,1.0,multi_shot_gemini
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,PlainVectorRegion,AmountDS,"The dataset maps Nitrogen Dioxide (NO2) air quality measurement values over time for specific locations. Since the numeric magnitude of the NO2 concentration is the primary phenomenon being communicated across multiple time intervals, AmountDS is the most appropriate entity classification.",,0.9,multi_shot_gemini
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"The dataset maps specific NO2 measurement stations/locations. These are samples representing a continuous environmental phenomenon at point locations, which falls under PointMeasuresDS.",,0.95,multi_shot_gemini
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The dataset represents a geological feature (primeval gulch) as a set of bounded regions. It is not an administrative/statistical partitioning (LatticeDS), not an exhaustive full-area coverage (CoverageDS), and does not represent discrete managed objects (ObjectDS). As it delineates the extent of a geological phenomenon, it is best classified as PatchDS.",,0.9,multi_shot_gemini
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"The dataset represents soil soundings (sonderingen) at specific locations, which are point-based measurements of sub-surface continuous geological properties like depth and topographical levels, fitting the PointMeasuresDS definition.",,0.9,multi_shot_gemini
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,LatticeDS,"The layer represents 'Ontwikkelbuurten' (development neighbourhoods), which are administrative/reporting units used to delineate areas for development projects. As they represent statistical or administrative neighbourhood units, LatticeDS is the most appropriate classification.",,0.9,multi_shot_gemini
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world facilities (public toilets) as points. These are identifiable assets/facilities, not measurements or occurrences, and fall under the ObjectDS category.",,1.0,multi_shot_gemini
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The layer maps policy areas for overnight hotel development ('Overnachtingsbeleid'). Although it uses 'Buurtnaam' (neighborhood names), these are selection zones where specific planning policies apply, fitting the definition of PatchDS. They do not constitute a full-area statistical partition (not LatticeDS) nor are they discrete individual assets (not ObjectDS).",,0.9,multi_shot_gemini
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The layer defines areas (parking zones) where specific parking standards (categories A, B, C) apply. This fits the definition of a patch or policy zone rather than a full administrative partition or an object-based asset. The polygons represent areas governed by these parking regulations.",,0.9,multi_shot_gemini
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The map displays named parks and public green areas, which are discrete, identifiable managed real-world assets. Although polygon shape hints and the presence of attributes like 'Stadsdeel' might suggest a lattice or patch, the features themselves are specific, named parks, qualifying them as ObjectDS.",,0.95,multi_shot_gemini
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents 4-digit postcode areas (PC4), which are standard administrative/statistical reporting units that form a tessellation of the city. Therefore, it is classified as a LatticeDS.",,1.0,multi_shot_gemini
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents postcode areas, which are statistical and administrative reporting units that partition the study area, fitting the criteria for VectorTessellation and LatticeDS.",,1.0,multi_shot_gemini
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"The layer represents postcode areas (PC6), which are statistical/administrative reporting units that cover the city in a near-complete partition, fitting the definition of VectorTessellation and LatticeDS.",,1.0,multi_shot_gemini
