RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of individual trees; each point represents a distinct real-world object rather than a measurement or event, so PointDS + ObjectDS.",,0.99,multi_shot_gpt
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"Point features are individual trees, and the main phenomenon is the mapped tree object/species rather than a measurement or amount.",,0.99,multi_shot_gpt
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"Points represent individual trees, which are discrete mapped objects; numeric fields like height, year, and radius are attributes, not the main phenomenon.",,1.0,multi_shot_gpt
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map neighborhood compost sites as identifiable places/facilities; numeric attributes are just site details, not the main phenomenon.",,0.98,multi_shot_gpt
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,PlainVectorRegion,PatchDS,"Polygons are selected camera areas tied to overlast/monitoring zones, not a full tessellation or reporting units; by the patch rule these are bounded applicability/phenomenon areas.",,0.93,multi_shot_gpt
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees (Canadian poplars); the layer maps distinct objects, not measurements or events.",,0.99,multi_shot_gpt
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual crowd-monitoring sensors/cameras, i.e. discrete real-world objects; the numeric fields are just attributes, so this follows the point-object rule.",,0.99,multi_shot_gpt
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,ObjectDS,"Polygon areas represent named cultural-historical exploration sites/areas, not a full tessellation or reporting units; the mapped feature is the bounded object/place itself.",,0.88,multi_shot_gpt
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map knotweed occurrences/infested locations; each point is a distinct observed object/location, not a measurement layer or event.",,0.98,multi_shot_gpt
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"Point geometry with each feature representing a distinct ecopassage-related object/location (knelpunt, bridge, passage, or related asset), so the decisive rule is PointDS + ObjectDS rather than amount or event.",,0.98,multi_shot_gpt
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,PatchDS,"Polygon areas represent potential wind-energy areas, i.e. bounded phenomenon zones rather than a tessellation or discrete objects; numeric MW/GWh are attributes, not the main mapped phenomenon.",,0.98,multi_shot_gpt
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent polling/stem locations as discrete places; the election totals and percentages are attributes of those locations, so this is ObjectDS rather than AmountDS.",,0.98,multi_shot_gpt
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual trees/nesting locations for oak processionary caterpillar nests; the mapped thing is the object itself, not a measurement or event.",,0.99,multi_shot_gpt
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygon areas mark pedicab permission/restriction zones, so this is a bounded applicability area rather than objects or a tessellation.",,0.99,multi_shot_gpt
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features mark fixed standplaatsen (pitches) for pedicabs/koetsen, so the mapped thing is the facility/object rather than a measurement or event.",,0.99,multi_shot_gpt
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent non-residential address-level functions; the mapped thing is each facility/place object, not a measurement or event.",,0.98,multi_shot_gpt
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,VectorTessellation,CoverageDS,"Polygons form a near-complete partition of blocks/streets, and the layer is a full-area functional classification (WON/VZN/WRK mix), so VectorTessellation + CoverageDS.",,0.98,multi_shot_gpt
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood boundary polygons form a near-complete partition of Amsterdam, and the layer is a reporting-unit geography ('Wijken' / buurtcombinaties), so tessellation + lattice.",,0.99,multi_shot_gpt
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood/combinatie polygons form a reporting-unit tessellation; the layer maps administrative/statistical areas with area attributes, so LatticeDS.",,0.99,multi_shot_gpt
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhood polygons form a near-complete area partition, and the layer is a reporting-unit administrative geography (buurten/stadsdeel), so VectorTessellation + LatticeDS.",,0.99,multi_shot_gpt
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Neighborhoods are reporting/statistical units that partition the area, so this is a tessellation and a lattice.",,0.99,multi_shot_gpt
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"City districts are administrative/reporting units that partition the area, so geometry is a tessellation and the entity is LatticeDS.",,0.99,multi_shot_gpt
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,Administrative city-district reporting units forming a near-complete partition; classified as VectorTessellation and LatticeDS.,,0.99,multi_shot_gpt
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Administrative/reporting areas (‘Gebieden’, ‘stadsdeel’) that partition the city, so the layer is a tessellation of reporting units rather than patches or objects.",,0.99,multi_shot_gpt
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,Administrative area set of 22 gebieden forming a partition-like regional layer; treated as reporting units (gebied/stadsdeel) rather than objects or patches.,,0.99,multi_shot_gpt
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Polygon regions appear to be practice-area reporting units that partition Amsterdam; Stadsdeel_code and area fields support the reporting-unit rule, so geometry is a tessellation and entity is LatticeDS.",,0.98,multi_shot_gpt
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"These are practice-area polygons that partition the city area, so geometry is tessellation. The layer is a set of named area/reporting units with district codes and area values, which fits LatticeDS.",,0.99,multi_shot_gpt
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Noise contours are isoline/interval bands shown as polygons, so the geometry is region-based and the entity is ContourDS.",,0.99,multi_shot_gpt
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"Polygon isolines/interval bands for aircraft noise levels (55-60, 60-65, etc.); geometry is non-tessellating regions and the decisive rule is contour/value-band representation.",,0.98,multi_shot_gpt
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The layer is about noise contour bands (50-55 dB, 55-60 dB, etc.), so the decisive rule is contour/isoline representation rather than object or reporting-unit mapping.",,0.98,multi_shot_gpt
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,Polygon noise contour bands with dB classes indicate isoline/interval contour zones rather than objects or reporting units.,,0.99,multi_shot_gpt
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent polling/stem locaties (voting stations) with election results as attributes, so geometry is PointDS and the mapped thing is the station/object rather than the numeric totals.",,0.99,multi_shot_gpt
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map individual green roof sites at specific addresses; the mapped thing is each roof/object, not a measurement or event.",,0.98,multi_shot_gpt
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"Land use 2017 is an area-wide thematic classification with polygons that partition the study area, so it fits tessellation geometry and coverage entity.",,0.98,multi_shot_gpt
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"Point layer of distinct historical buildings and structures; the points represent identifiable objects, not measurements or events.",,0.98,multi_shot_gpt
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygon features are three bounded areas, not a tessellation or reporting units. The layer title and geometry indicate discrete municipal-area objects; the numeric ID is just an attribute, so ObjectDS.",,0.88,multi_shot_gpt
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"Polygons represent dog off-leash and ban zones, i.e. bounded restriction/phenomenon areas rather than objects; this fits PatchDS and non-tessellated region geometry.",,0.99,multi_shot_gpt
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,PatchDS,"Polygons are discrete green-structure areas rather than a full tessellation, and the layer maps green-zone extents/types (patch) rather than reporting units or a numeric amount.",,0.92,multi_shot_gpt
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual elm trees as identifiable objects, with species and tree attributes as fields; this is an object layer, not a point-measurement or amount layer.",,0.99,multi_shot_gpt
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent discrete housing projects/buildings; the main mapped thing is the housing object itself, not a measured amount. Numeric dwelling counts are attributes, so ObjectDS.",,0.99,multi_shot_gpt
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual chestnut trees/locations; the layer maps identifiable objects with condition attributes, not measurements or events.",,0.98,multi_shot_gpt
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"Point locations sample a continuous climate/hydrology field; the main mapped phenomenon is measured values at points, so PointDS + PointMeasuresDS.",,0.98,multi_shot_gpt
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"Polygon areas represent flood-risk zones classified by probability and depth; this is a bounded phenomenon extent, so PatchDS. The regions are not a full tessellation or reporting units.",,0.98,multi_shot_gpt
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point locations represent individual markets as identifiable places/facilities, not measurements or events; the decisive rule is point objects -> ObjectDS.",,0.99,multi_shot_gpt
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent named green monuments/parks/plantsoenen as discrete protected objects, not measurements or events.",,0.99,multi_shot_gpt
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual monumental trees; the layer maps discrete objects, not measurements or events.",,0.99,multi_shot_gpt
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Points indicate discrete locations, and the layer maps monuments as identifiable real-world objects/assets rather than measurements or events.",,0.99,multi_shot_gpt
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features map individual plant occurrences/species at quay walls; the main phenomenon is distinct biological objects, not measurements or events.",,0.98,multi_shot_gpt
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,PlainVectorRegion,AmountDS,"Polygon regions map NO2 measurement values over 4-week periods; this is a numeric magnitude layer, not reporting units or objects, so AmountDS.",,0.98,multi_shot_gpt
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"Point locations for NO2 measurements; the main phenomenon is sampled measurement values at stations/locations, so PointDS + PointMeasuresDS.",,0.99,multi_shot_gpt
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,Polygon regions that appear to mark selected gulch/phenomenon areas rather than a full tessellation or reporting units; best fit is PatchDS based on bounded area extent.,,0.92,multi_shot_gpt
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"Points represent sounding locations with measured subsurface values (e.g., Top_Pleistoceen, depths), so this is a point measurement layer.",,0.99,multi_shot_gpt
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Polygon regions are named development neighbourhoods/wards used as reporting or planning units, so the layer is a tessellation of administrative-style units (LatticeDS).",,0.95,multi_shot_gpt
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent individual public toilet facilities, so the geometry is PointDS and the mapped thing is a discrete object/facility, not an amount or event.",,0.99,multi_shot_gpt
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,VectorTessellation,LatticeDS,"Polygon neighborhoods/buurt units used as reporting units for overnight policy rules, so the geometry is a tessellation and the entity is LatticeDS.",,0.99,multi_shot_gpt
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"Polygon areas show parking standards zones rather than full tessellation or named objects; this fits PatchDS, with PlainVectorRegion because the polygons do not form a complete partition.",,0.95,multi_shot_gpt
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"Polygons map named parks/green spaces as discrete bounded places, so this is ObjectDS rather than a reporting unit or patch; geometry is PlainVectorRegion because the areas do not form a full tessellation.",,0.98,multi_shot_gpt
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postcode4-buurten are postcode-based reporting units that partition the area, so this is a tessellation with lattice/reporting-unit meaning.",,0.99,multi_shot_gpt
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"Postal code neighbourhood polygons form a near-complete partition, so geometry is tessellation; postcode areas are reporting units, so entity is LatticeDS.",,0.99,multi_shot_gpt
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"Postcode6-vlakken are postcode reporting units that partition the area, so this is a tessellation and a lattice/reporting-unit layer.",,0.99,multi_shot_gpt
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,LineString layer of plus and main transport infrastructure; the decisive rule is NetworkDS for connected route/system lines.,,1.0,multi_shot_gpt
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,NetworkDS,"Line-system layer about plus networks/pedestrian network areas, so the decisive rule is NetworkDS; polygons are discrete mapped regions rather than a tessellation.",,0.98,multi_shot_gpt
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features named as specific masts/locations; the layer maps identifiable objects, not measurements or events.",,0.98,multi_shot_gpt
73,Privacy - Overig,Privacy - Other,https://maps.amsterdam.nl/open_geodata/?k=306,https://maps.amsterdam.nl/privacy,PRIVACY_OVERIG,PointDS,ObjectDS,PointDS,EventDS,"Point features representing privacy-related research/analysis entries; the main meaning is an occurrence/activity (event), not a place or measurement.",,0.93,multi_shot_gpt
74,Privacy - Wagenparkscan,Privacy - Car fleet scan,https://maps.amsterdam.nl/open_geodata/?k=305,https://maps.amsterdam.nl/privacy,PRIVACY_WAGENPARKSCAN,PointDS,ObjectDS,PointDS,ObjectDS,"Point features represent named scan locations/roadside sites with addresses; this is an object layer, not measurements or events.",,0.98,multi_shot_gpt
75,Verkiezingen Provinciale Staten 2019,Elections Provinces 2019,https://maps.amsterdam.nl/open_geodata/?k=280,https://maps.amsterdam.nl/provincialestaten2019,PS19,PointDS,EventDS,PointDS,LatticeDS,"Point layer of election reporting units/polling locations; the mapped features are district-based reporting units with vote totals, so Geometry is PointDS and Entity is LatticeDS.",,0.98,multi_shot_gpt
76,Rainproof - Hoog grondwater,Rainproof - High groundwater,https://maps.amsterdam.nl/open_geodata/?k=290,https://maps.amsterdam.nl/rainproof,RAINPROOF_DRAINAGE,PlainVectorRegion,PatchDS,VectorTessellation,LatticeDS,"Polygon layer over named buurten/gebieden used to attach drainage possible/not possible status, so it fits reporting units; polygons also act as a tessellation.",,0.97,multi_shot_gpt
