RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps individual trees, which are discrete, identifiable real-world objects. Each point represents a single tree with specific attributes (species, planting year, height, etc.), qualifying it as an ObjectDS.",,1.0,V2_gemini
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual trees at specific locations. Each point is a discrete real-world object (tree) with individual attributes such as species, planting year, and owner, thus fitting the ObjectDS classification.",,1.0,V2_gemini
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual trees as point features. Each point represents a distinct, real-world object (a tree) with specific attributes like species and planting year, making it a clear ObjectDS case.",,1.0,V2_gemini
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct neighborhood compost locations as point objects. Each point is a specific facility or initiative, not a measurement or a summary statistic.",,1.0,V2_gemini
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,PlainVectorRegion,PatchDS,"The map displays specific areas designated for camera surveillance. These are zones of application for a policy or regulatory phenomenon, fitting the definition of PatchDS. They do not form a full-area partition (Tessellation) or represent discrete, indivisible objects (ObjectDS).",,0.9,V2_gemini
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual trees (represented by point locations and identified by 'Boomnummer'). Each point represents a distinct real-world object (a tree), making ObjectDS the most appropriate entity classification according to the decision tree.",,1.0,V2_gemini
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps sensor locations (crowd monitoring equipment), which are discrete physical assets. These are point-based objects, not measurements or events.",,1.0,V2_gemini
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,ObjectDS,"The dataset represents specific, named geographical areas (such as parks, factory complexes, and estates) which are the objects of cultural-historical studies. Each feature is an identifiable entity rather than a statistical reporting unit or a uniform land-use classification. The term 'gebied' (area) is used here to identify these specific locations as distinct subjects.",,0.85,V2_gemini
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual occurrences of knotweed as point locations. Each point represents a distinct, identifiable instance of the plant (a real-world object) with associated attributes like species type and area, rather than a sample of a continuous phenomenon or a network.",,0.9,V2_gemini
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"The map depicts specific locations ('knelpunten') where ecological passages (faunapassages, wildroosters, etc.) are planned or realized. Each point represents a distinct managed asset or site-specific infrastructure project.",,0.95,V2_gemini
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,PatchDS,"The map displays potential wind energy project areas. As these are selected sites for future development rather than exhaustive tessellated reporting units or discrete individual assets, they are classified as PatchDS using the PlainVectorRegion geometry.",,0.9,V2_gemini
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents voting locations ('Stemlocatie'), which are discrete real-world objects/facilities. Although voting results are provided as attributes, the points themselves represent the polling stations, fitting the ObjectDS criteria.",,0.9,V2_gemini
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps specific locations of oak processionary caterpillar nests, which are discrete, identifiable physical objects (nests). Each point represents a distinct occurrence and associated tree identifier, falling under the ObjectDS category.",,0.9,V2_gemini
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The map layer defines spatial zones where specific policies and restrictions regarding pedicabs apply (e.g., 'not allowed', 'only at stands'). These are not full-area partitions (Lattice/Coverage) or discrete physical objects (ObjectDS), but rather bounded areas where regulatory conditions exist, making them PatchDS.",,0.9,V2_gemini
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents specific point locations (pedicab and carriage pitches) which are identifiable facilities/assets, thus classified as PointDS and ObjectDS.",,1.0,V2_gemini
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual non-residential addresses as points, each associated with specific real-world functions like offices, shops, or religious sites. These are discrete, identifiable assets or facilities, thus falling under ObjectDS.",,0.9,V2_gemini
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,VectorTessellation,CoverageDS,"The dataset represents a land-use or functional classification (Wonen, Voorzieningen, Werken) that covers the city area. As it provides an exhaustive thematic classification across the study area through polygons, it fits the definition of CoverageDS best. Geometry is a VectorTessellation as these polygons partition the study area into categorical function units.",,0.9,V2_gemini
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer represents 'Buurtcombinaties' (neighborhood combinations), which are administrative/statistical reporting units used for dividing the study area. According to the decision tree, reporting units forming a complete partition of the area are classified as LatticeDS.",,1.0,V2_gemini
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative statistical units ('buurtcombinaties' - neighborhood combinations) which partition the city; these units are used as reporting areas, which classifies them as LatticeDS.",,1.0,V2_gemini
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents city neighborhoods (Buurten) which form a complete administrative partition of Amsterdam, making it a VectorTessellation of LatticeDS reporting units.",,1.0,V2_gemini
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative statistical neighborhoods ('Buurten') in Amsterdam which form a complete partition of the city. As these are established reporting units for statistical aggregation, they are classified as LatticeDS.",,1.0,V2_gemini
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents Amsterdam city districts (Stadsdelen), which are administrative reporting units that form a complete partition of the city. According to the decision tree, administrative regions used to organize or aggregate data are classified as LatticeDS.",,1.0,V2_gemini
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents Amsterdam's city districts (stadsdelen), which partition the city into administrative reporting units. These units are used to group geographic data, making them a clear LatticeDS.",,1.0,V2_gemini
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative areas (Gebieden) of Amsterdam that partition the study area. These units are used to group, report, and manage city-wide statistical data, fitting the criteria for LatticeDS.",,1.0,V2_gemini
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative statistical regions (Gebieden) used to divide the study area. These features serve as reporting units for Amsterdam's organizational structure, meeting the criteria for LatticeDS.",,1.0,V2_gemini
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents 25 practice areas in Amsterdam which form an administrative/statistical partition of the city. These regions serve as reporting units for demographic and other spatial statistics, making LatticeDS the correct classification.",,0.95,V2_gemini
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a set of 'practice areas' (gebieden) that partition the city into administrative-like reporting units, as indicated by the 'Stadsdeel_code' and the structure of geographic areas. This falls under LatticeDS as they are statistical/reporting units.",,0.95,V2_gemini
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours (industrial noise level areas), which are regions defined by specific dB threshold intervals. According to the decision tree, layers depicting intervals, bands, or noise contours are classified as ContourDS.",,0.9,V2_gemini
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents aviation noise level bands or intervals, which are a form of contour-based representation. Given that they signify range-based noise levels (e.g., 55-60 dB), they align with the ContourDS classification.",,1.0,V2_gemini
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise level contours defined by decibel ranges (KLASSE field), which characterizes it as a ContourDS. The geometry is PlainVectorRegion as it maps bounded areas of a continuous phenomenon rather than forming a complete administrative/statistical partition (VectorTessellation).",,0.95,V2_gemini
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents traffic noise zones defined by specific decibel interval classes (50-55 dB, 55-60 dB, etc.). These polygons represent interval bands of a continuous phenomenon, which corresponds to the ContourDS entity type.",,0.95,V2_gemini
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual polling locations (stembureaus) as points. Each point represents a distinct facility or location where votes were cast, making it an ObjectDS rather than a measurement or event layer.",,0.95,V2_gemini
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"The map identifies discrete real-world facilities (green roofs) as point locations. Each point represents a specific green roof project with attributes such as type, address, and surface area, making it an ObjectDS.",,1.0,V2_gemini
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The dataset represents a comprehensive land-use classification (Grondgebruik/Land use) of the study area, categorized by multiple codes (AMS and CBS codes). This aligns perfectly with the definition of CoverageDS as a full-area thematic classification.",,1.0,V2_gemini
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents historical buildings, which are distinct, identifiable real-world objects. The geometry is PointDS, and according to the decision tree, distinct objects mapped as points fall under ObjectDS.",,1.0,V2_gemini
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents the administrative area of Amsterdam (likely its different constituent parts or definitions), which acts as a discrete, bounded, named managed object. As it does not partition the city into a full grid or statistical reporting units, it is classified as ObjectDS.",,0.8,V2_gemini
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The layer represents bounded areas where specific dog-related policies, restrictions, and usage rules apply (e.g., prohibition or leashing requirements), fitting the definition of PatchDS. The features do not form a complete tessellation, nor are they independent objects, as they represent zones defined by policy applicability.",,0.95,V2_gemini
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents distinct, named managed green spaces such as parks, cemeteries, and sports facilities. These are identifiable real-world objects/places, fitting the definition of ObjectDS. They do not form a complete tessellation of the study area, nor are they abstract patches or reporting units.",,0.9,V2_gemini
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual elm trees (private property) as point locations, which are discrete real-world objects.",,1.0,V2_gemini
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps specific housing locations (student and youth housing facilities) as point objects. It does not map an aggregate statistical unit or a continuous phenomenon, so it is an ObjectDS.",,1.0,V2_gemini
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual chestnut trees as points, identifying the species and their health status regarding a specific disease, fitting the definition of discrete real-world objects.",,1.0,V2_gemini
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"The layer represents climate/drought data sampled at specific point locations (PB points), where numeric values such as 'Maaiveld' (ground level) and 'GLG' (Gemiddelde Laagste Grondwaterstand) represent environmental measurements at those sites.",,0.9,V2_gemini
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The dataset represents areas subject to specific flood risks and depths. These are phenomena-based zones rather than discrete objects, reporting units, or full-area coverages, making PatchDS the appropriate classification.",,0.9,V2_gemini
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct, named market locations as points. These are identifiable real-world facilities (ObjectDS), not measurements or continuous phenomena. The point geometry corresponds to the Branch A classification.",,1.0,V2_gemini
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents discrete, identifiable objects (monuments) at point locations, which aligns with the definition of ObjectDS.",,1.0,V2_gemini
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual monumental trees as point locations. Since each point represents a distinct, identifiable real-world object (a tree), it is classified as ObjectDS.",,1.0,V2_gemini
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps individual monuments, which are distinct, identifiable, and named real-world objects/assets. Each point represents a specific monument (a building, structure, etc.), making it an ObjectDS. The geometry is point-based.",,1.0,V2_gemini
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps specific occurrences of wall plants (flora) at precise point locations. These are discrete real-world objects/items, each with descriptive attributes (scientific/common name, protection status), classifying it as ObjectDS under the Point branch.",,0.9,V2_gemini
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,PlainVectorRegion,PointMeasuresDS,"The dataset represents air quality measurements (NO2) sampled at specific locations. Although represented as polygons (likely buffers or site footprints), the core phenomenon is the measurement of a continuous atmospheric property at discrete sites. PointMeasuresDS is the most appropriate classification for this type of measurement layer, as it captures the intent of environmental sampling better than ObjectDS or PatchDS.",,0.8,V2_gemini
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"The dataset maps specific NO2 measurement locations. According to the decision tree, datasets representing measurements of a continuous phenomenon sampled at point locations should be classified as PointMeasuresDS.",,0.9,V2_gemini
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The map displays 'Oergeul' (primeval gulch) areas, which are specific geomorphological phenomena. These are discrete bounded areas of a phenomenon rather than a complete partition (not tessellation) or identifiable man-made assets (not ObjectDS). Therefore, they are classified as PatchDS.",,0.9,V2_gemini
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"The dataset maps soil soundings (sonderingen) at discrete point locations, which represent environmental measurements of the subsurface (Top_Pleistoceen depth) at those specific locations.",,0.9,V2_gemini
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents specific 'development neighbourhoods' (ontwikkelbuurten) which are managed project sites or distinct named urban areas targeted for development, rather than a statistical reporting unit (LatticeDS) or a general policy zone (PatchDS). Each feature is an identifiable, discrete project area.",,0.9,V2_gemini
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps public toilets as point locations. Since each point represents a distinct, identifiable facility (an object), this falls under ObjectDS.",,1.0,V2_gemini
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The layer represents areas (zones) where specific hotel accommodation policies (overnight policy) apply. Since these do not represent administrative reporting units and are not full-area classifications, but rather selected policy-affected areas, PatchDS is the most appropriate classification.",,0.9,V2_gemini
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The dataset maps parking standards across the study area using categorized polygon regions. Since it divides the area into categorical zones (parking categories A, B, and C), it functions as a thematic coverage classification (VectorTessellation + CoverageDS).",,0.9,V2_gemini
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents distinct, named, managed real-world assets (parks and public green spaces). These are discrete objects rather than reporting units (LatticeDS), continuous fields (CoverageDS), or phenomenon-specific patches.",,0.9,V2_gemini
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset maps 4-digit postcode areas (PC4), which represent administrative or statistical reporting units. These form a partition of the study area, falling under the VectorTessellation geometry and LatticeDS entity classifications.",,1.0,V2_gemini
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents Postcode4 areas, which are statistical/administrative reporting units partitioning the study area, fitting the definition of LatticeDS within the VectorTessellation geometry category.",,1.0,V2_gemini
