RowIndex,Title,EnglishTitle,PageLink,MapLink,Kaartlaag,Geometry,Entity,GPTGeometry,GPTEntity,GPTReasoningSummary,GPTError,GPTConfidence,RunID
10,Bomen (deel 2),Trees (part 2),https://maps.amsterdam.nl/open_geodata/?k=255,https://maps.amsterdam.nl/bomen,BOMEN_2,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual trees as discrete objects, which is a classic ObjectDS case.",,1.0,Baseline_gemini
11,Bomen (deel 3),Trees (part 3),https://maps.amsterdam.nl/open_geodata/?k=256,https://maps.amsterdam.nl/bomen,BOMEN_3,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual trees at specific point locations, which are identifiable real-world assets. Although the points contain numeric attributes such as height or planting year, these are properties of the objects rather than the primary phenomenon, therefore ObjectDS is the correct entity classification.",,1.0,Baseline_gemini
12,Bomen (deel 4),Trees (part 4),https://maps.amsterdam.nl/open_geodata/?k=257,https://maps.amsterdam.nl/bomen,BOMEN_4,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual trees as points, which are discrete, countable real-world assets. The numeric attributes like plant year and radius do not define the entity as an amount; therefore, it is classified as ObjectDS.",,1.0,Baseline_gemini
13,Buurtcompost,Neighborhood compost,https://maps.amsterdam.nl/open_geodata/?k=228,https://maps.amsterdam.nl/buurtcompost,BUURTCOMPOST,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps distinct neighborhood compost facilities as point locations. While there are numeric attributes like 'Aantal_bewoners', these are attributes of the facility objects, not the primary mapping phenomenon, therefore ObjectDS is the correct entity.",,1.0,Baseline_gemini
14,Cameragebieden,Camera areas,https://maps.amsterdam.nl/open_geodata/?k=149,https://maps.amsterdam.nl/overlast,CAMERAGEBIEDEN,PlainVectorRegion,ExistenceDS,PlainVectorRegion,PatchDS,"The layer represents discrete areas designated as camera surveillance zones. Since these are selected bounded patches rather than a full-area partition, a reporting lattice, or discrete objects, they are classified as PatchDS.",,0.9,Baseline_gemini
15,Canadese populieren,Canadian poplars,https://maps.amsterdam.nl/open_geodata/?k=232,https://maps.amsterdam.nl/canadese_populieren,CANADESE_POPULIEREN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual trees (Canadian poplars) as point locations. Since each point is a distinct real-world object (a tree) with specific attributes, it is classified as ObjectDS.",,1.0,Baseline_gemini
16,Sensoren Crowd Monitoring Systeem Amsterdam,Sensors Crowd Monitoring System Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=264,https://maps.amsterdam.nl/cmsa,CROWDSENSOREN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps specific physical sensor locations (assets) used for crowd monitoring. As these are discrete real-world objects/facilities, they are classified as ObjectDS.",,1.0,Baseline_gemini
17,Cultuurhistorische verkenningen,Cultural historic explorations,https://maps.amsterdam.nl/open_geodata/?k=126,https://maps.amsterdam.nl/cultuurhistorie,CULTUURHISTORIE_VERKENNINGEN,PlainVectorRegion,EventDS,PlainVectorRegion,ObjectDS,"The map depicts specific areas subject to 'cultural historic explorations' (cultuurhistorische verkenningen). These are discrete, named spatial projects or sites rather than a complete partition of the city, making them objects in a spatial context.",,0.9,Baseline_gemini
18,Duizendknoop,Knotweed,https://maps.amsterdam.nl/open_geodata/?k=247,https://maps.amsterdam.nl/duizendknoop,DUIZENDKNOOP,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual locations of knotweed occurrences. Each point represents a discrete, identifiable site (object) tracked for management purposes, including categorical species data and physical photographs, rather than just numeric intensity.",,0.95,Baseline_gemini
19,Ecopassages,Ecopassages,https://maps.amsterdam.nl/open_geodata/?k=63,https://maps.amsterdam.nl/ecopassages,ECOPASSAGES,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps specific, identifiable point locations (ecopassages) where infrastructure solutions are planned or have been realized, making them discrete real-world objects.",,1.0,Baseline_gemini
20,Energie - Potentiele gebieden windenergie,Energy - Potential areas of wind energy,https://maps.amsterdam.nl/open_geodata/?k=96,https://maps.amsterdam.nl/energie_zonwind,ENERGIE_WINDVISIE,PlainVectorRegion,AmountDS,PlainVectorRegion,PatchDS,"The layer consists of a small number of discrete polygon areas representing potential sites for wind energy development. These are selected bounded zones, not reporting units, and they do not cover the area exhaustively, making them PatchDS.",,0.9,Baseline_gemini
21,Verkiezingen Europarlement 2019,Elections Europarliament 2019,https://maps.amsterdam.nl/open_geodata/?k=282,https://maps.amsterdam.nl/europarlement2019,EP19,PointDS,ObjectDS,PointDS,ObjectDS,"The layer represents individual polling stations (Stemlocatie) as point locations. While the features contain detailed numeric voting results, they primarily function as identifiable facilities/assets where electoral data is aggregated, fitting the definition of ObjectDS.",,0.95,Baseline_gemini
22,Eikenprocessierups (nesten),Oak processionary caterpillar (nesting),https://maps.amsterdam.nl/open_geodata/?k=67,https://maps.amsterdam.nl/eikenprocessierups,EPR_NESTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents point locations of oak processionary caterpillar nests in trees, which are discrete, identifiable real-world objects/assets.",,0.9,Baseline_gemini
23,Fietstaxi - gebieden,Pedicabs - areas,https://maps.amsterdam.nl/open_geodata/?k=140,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,"The dataset maps specific geographical areas where pedicab rules apply. These are discrete bounded zones (patches) rather than a full tessellation, and they are not reporting units, objects, or a full coverage thematic map.",,0.95,Baseline_gemini
24,Fietstaxi - standplaatsen,Pedicabs - pitches,https://maps.amsterdam.nl/open_geodata/?k=141,https://maps.amsterdam.nl/fietstaxi,FIETSTAXI_STANDPLAATSEN,PointDS,ObjectDS,PointDS,ObjectDS,The layer represents discrete real-world locations (pedicab and carriage pitches) which are identified as ObjectDS.,,1.0,Baseline_gemini
25,Niet-woonfuncties (Functiekaart),Non-residential functions (Function Map),https://maps.amsterdam.nl/open_geodata/?k=49,https://maps.amsterdam.nl/functiekaart,FUNCTIEKAART,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual non-residential units as point features, identifying real-world objects or facilities with their associated functions. Even with numeric attributes, they remain distinct objects.",,1.0,Baseline_gemini
26,Functiemix,Function mix,https://maps.amsterdam.nl/open_geodata/?k=310,https://maps.amsterdam.nl/functiemix,FUNCTIEMIX,PlainVectorRegion,PatchDS;AmountDS,VectorTessellation,LatticeDS,"The layer partitions the study area into statistical units (BlokStraatCode) used to aggregate urban function data (function mix), making it a LatticeDS with VectorTessellation geometry.",,0.9,Baseline_gemini
27,Wijken,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=200,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative neighborhood combinations (Buurtcombinatie) which form a complete partition of the city of Amsterdam. Therefore, it is a VectorTessellation of reporting units, which classifies as LatticeDS.",,1.0,Baseline_gemini
28,Wijken excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=201,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTCOMBINATIES_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents neighborhood combinations ('Buurtcombinaties') which partition Amsterdam into administrative/statistical zones, qualifying it as a VectorTessellation of LatticeDS reporting units.",,1.0,Baseline_gemini
29,Buurten,Neighborhoods,https://maps.amsterdam.nl/open_geodata/?k=198,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents Amsterdam's neighborhoods (buurten), which form an exhaustive partition of the city's area, classifying it as a VectorTessellation of reporting units (LatticeDS).",,1.0,Baseline_gemini
30,Buurten excl.water,Neighborhoods excl.water,https://maps.amsterdam.nl/open_geodata/?k=199,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative neighborhood boundaries covering the study area, which constitutes a standard statistical lattice or reporting unit tessellation.",,1.0,Baseline_gemini
31,Stadsdelen,City districts,https://maps.amsterdam.nl/open_geodata/?k=202,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents administrative city districts that partition the study area. These function as reporting units for Amsterdam's governance, thus classifying it as a VectorTessellation of LatticeDS units.",,1.0,Baseline_gemini
32,Stadsdelen excl.water,City districts excl.water,https://maps.amsterdam.nl/open_geodata/?k=203,https://maps.amsterdam.nl/gebiedsindeling,GEBIED_STADSDELEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer represents official city districts that form a complete partition of the study area, characterizing it as a VectorTessellation of administrative units classified as LatticeDS.",,1.0,Baseline_gemini
33,22 Gebieden,22 Areas,https://maps.amsterdam.nl/open_geodata/?k=204,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,The dataset represents administrative boundary areas (Gebieden) of Amsterdam that partition the study area; these are standard reporting units for statistical purposes.,,1.0,Baseline_gemini
34,22 Gebieden excl.water,22 Areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=205,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN22_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer represents administrative area partitions (Gebieden) of Amsterdam, forming a complete tiling of the city, which fits the definition of a VectorTessellation of reporting units (LatticeDS).",,1.0,Baseline_gemini
35,25 Praktijkgebieden,25 Practice areas,https://maps.amsterdam.nl/open_geodata/?k=268,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a complete partition of Amsterdam into 25 'Practice areas' (Gebied25), which function as statistical/administrative units for spatial reporting and management. This fits the definition of VectorTessellation for geometry and LatticeDS for entity.",,1.0,Baseline_gemini
36,25 Praktijkgebieden excl.water,25 Practice areas excluding water,https://maps.amsterdam.nl/open_geodata/?k=269,https://maps.amsterdam.nl/gebiedsindeling,GEBIEDEN25_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The dataset represents a complete partition of Amsterdam into 25 administrative 'practice areas' (Gebied25), which function as statistical or reporting units for municipal management.",,1.0,Baseline_gemini
37,Geluidscontouren industrie,Noise contours industry,https://maps.amsterdam.nl/open_geodata/?k=263,https://maps.amsterdam.nl/geluid2,GELUID_INDUSTRIE,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours around industrial sites, which are interval/band zones. Since these are not full-area partitions (tessellations) and represent specific noise bands (e.g., 50dB), they fall under ContourDS.",,1.0,Baseline_gemini
38,Geluidscontouren luchtvaart,Noise contours air traffic,https://maps.amsterdam.nl/open_geodata/?k=252,https://maps.amsterdam.nl/geluid,GELUID_LUCHTVAART_LDEN,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents air traffic noise level zones expressed as discrete decibel ranges, which aligns with the definition of a ContourDS mapping continuous phenomenon field intervals.",,1.0,Baseline_gemini
39,Geluidscontouren verkeer (deel 1),Noise contours traffic (part 1),https://maps.amsterdam.nl/open_geodata/?k=267,https://maps.amsterdam.nl/geluid1,GELUID_VERKEER,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours (isolines/interval bands) using polygon regions. Since these are discrete bands rather than an exhaustive coverage or simple reporting units, they are classified as ContourDS.",,1.0,Baseline_gemini
40,Geluidscontouren verkeer (deel 2),Noise contours traffic (part 2),https://maps.amsterdam.nl/open_geodata/?k=134,https://maps.amsterdam.nl/geluid,GELUID_VERKEER_2,PlainVectorRegion,ContourDS,PlainVectorRegion,ContourDS,"The dataset represents noise contours using polygons that define specific sound level classes (e.g., 50-55 dB), which directly aligns with the definition of ContourDS for interval/band representation of a field.",,1.0,Baseline_gemini
41,Verkiezingen Gemeenteraad 2018,Elections Municipality 2018,https://maps.amsterdam.nl/open_geodata/?k=250,https://maps.amsterdam.nl/gemeenteraad2018,GEMEENTERAAD2018,PointDS,ObjectDS,PointDS,AmountDS,"The dataset represents polling station locations, which serve as points for aggregating election result data. Since the primary purpose of this layer is to communicate the numeric election counts and percentages, it is classified as AmountDS under the point branch.",,0.9,Baseline_gemini
42,Groene daken,Green roofs,https://maps.amsterdam.nl/open_geodata/?k=51,https://maps.amsterdam.nl/groene_daken,GROENE_DAKEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual physical locations of green roofs, which represent distinct real-world assets or facilities. The numeric attributes like area (Oppervlakte_m2) do not make it an AmountDS because the core purpose is identifying and locating these objects.",,1.0,Baseline_gemini
43,Grondgebruik 2017,Land use 2017,https://maps.amsterdam.nl/open_geodata/?k=152,https://maps.amsterdam.nl/grondgebruik,GRONDGEBRUIK_2017,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The dataset provides a comprehensive, partition-based classification of Amsterdam's territory into distinct land-use categories, which fits the definition of a VectorTessellation for CoverageDS.",,1.0,Baseline_gemini
44,Historische bebouwing,Historical buildings,https://maps.amsterdam.nl/open_geodata/?k=118,https://maps.amsterdam.nl/archeologie,HISTORISCHE_BEBOUWING,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents historical buildings as distinct points on a map. These are identifiable real-world objects/assets, classifying them as ObjectDS under the PointDS geometry.",,1.0,Baseline_gemini
45,Hoe groot is Amsterdam,How big is Amsterdam,https://maps.amsterdam.nl/open_geodata/?k=166,https://maps.amsterdam.nl/hoegroot,HOEGROOT,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents the geometric boundary of the municipality of Amsterdam (and related areas), which functions as a discrete real-world bounded object rather than a tessellation or reporting unit grid.",,0.9,Baseline_gemini
46,Honden uitren- en verbodsgebieden,Dogs run and ban areas,https://maps.amsterdam.nl/open_geodata/?k=245,https://maps.amsterdam.nl/honden,HONDEN,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,The layer consists of polygons representing specific areas with dog-related restrictions. These are bounded zones (patches) of regulation rather than exhaustive coverage or administrative tessellation.,,0.9,Baseline_gemini
47,Hoofdgroenstructuur (HGS),Main Green Structure,https://maps.amsterdam.nl/open_geodata/?k=55,https://maps.amsterdam.nl/hoofdgroenstructuur,HOOFDGROENSTRUCTUUR,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents specific, named green areas (parks, cemeteries, etc.) in Amsterdam. These are discrete, bounded real-world objects, making PlainVectorRegion and ObjectDS the correct classification.",,1.0,Baseline_gemini
48,Iepen particulier,Elm trees - private,https://maps.amsterdam.nl/open_geodata/?k=330,https://maps.amsterdam.nl/iepen,IEPEN_PARTICULIER,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual elm trees at private locations as point features, which classifies them as distinct real-world objects.",,1.0,Baseline_gemini
49,Jongeren- en Studentenhuisvesting,Youth and Student Housing,https://maps.amsterdam.nl/open_geodata/?k=115,https://maps.amsterdam.nl/jongerenstudentenhuisvesting,JONGERENSTUDENTENHUISVESTING,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents locations of youth and student housing complexes, which are identifiable real-world assets. Although numeric attributes like 'Aantal_woningen' exist, they are properties of the objects rather than the main phenomenon being mapped.",,1.0,Baseline_gemini
50,Kastanjebloedingsziekte,Chestnut bleeding disorder,https://maps.amsterdam.nl/open_geodata/?k=93,https://maps.amsterdam.nl/kastanjes,KASTANJES,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual chestnut trees as discrete point features, making them real-world objects. The categories regarding the disease (Aantasting) are attributes of these tree objects.",,1.0,Baseline_gemini
51,Klimaat - Droogte,Climate - Drought,https://maps.amsterdam.nl/open_geodata/?k=317,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_DROOGTE,PointDS,PointMeasuresDS,PointDS,PointMeasuresDS,"The dataset maps groundwater level measurements (GLG) at specific observation point locations to assess drought, which fits the definition of a PointMeasuresDS.",,1.0,Baseline_gemini
52,Klimaat - Overstroming,Climate - Flood,https://maps.amsterdam.nl/open_geodata/?k=318,https://maps.amsterdam.nl/klimaatadaptatie,KLIMAAT_OVERSTROMING,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The dataset maps flood risk zones, which are defined as specific patches or affected areas of potential environmental events rather than a full tessellation or objects.",,0.9,Baseline_gemini
53,Markten,Markets,https://maps.amsterdam.nl/open_geodata/?k=123,https://maps.amsterdam.nl/markten,MARKTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct real-world market locations as point features. Each point is an object, and the numeric/schedule attributes are descriptive properties of these objects, not the main mapped phenomenon.",,1.0,Baseline_gemini
54,Groene monumenten,Green monuments,https://maps.amsterdam.nl/open_geodata/?k=68,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTAAL_GROEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps specific sites identified as green monuments. These are discrete real-world objects/locations represented as points, therefore fitting the ObjectDS entity definition.",,1.0,Baseline_gemini
55,Monumentale bomen,Monumental trees,https://maps.amsterdam.nl/open_geodata/?k=59,https://maps.amsterdam.nl/monumentaal_groen,MONUMENTALE_BOMEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents individual monumental trees as point locations, which are discrete, real-world assets/objects.",,1.0,Baseline_gemini
56,Monumenten,Monuments,https://maps.amsterdam.nl/open_geodata/?k=155,https://maps.amsterdam.nl/monumenten,MONUMENTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset maps individual monuments as points, which are discrete, identifiable real-world objects.",,1.0,Baseline_gemini
57,Muurplanten,Quay wall plants,https://maps.amsterdam.nl/open_geodata/?k=106,https://maps.amsterdam.nl/muurplanten,MUURPLANTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The layer maps individual plant occurrences as points along quay walls. These are discrete, identifiable botanical assets, making them ObjectDS despite having numeric attributes like counts over time.",,0.9,Baseline_gemini
58,NO2 metingen 4-weken,NO2 measurements 4 weeks,https://maps.amsterdam.nl/open_geodata/?k=331,https://maps.amsterdam.nl/no2,NO2_4WEKEN,PointDS,PointMeasuresDS,PlainVectorRegion,AmountDS,"The dataset contains polygons representing specific locations where NO2 measurements are recorded over time. Since these are discrete monitoring locations with numeric measurement values being the primary mapped phenomenon, it is classified as AmountDS.",,0.9,Baseline_gemini
59,NO2 metingen locaties,NO2 measurements locations,https://maps.amsterdam.nl/open_geodata/?k=308,https://maps.amsterdam.nl/no2,NO2_LOCATIES,PointDS,ObjectDS,PointDS,PointMeasuresDS,"The dataset maps NO2 measurement locations; these are point-based observations sampling environmental pollution levels at specific locations, matching the criteria for PointMeasuresDS.",,1.0,Baseline_gemini
60,Oergeul,Primeval gulch,https://maps.amsterdam.nl/open_geodata/?k=242,https://maps.amsterdam.nl/oergeul,OERGEUL,PlainVectorRegion,PatchDS,PlainVectorRegion,PatchDS,The layer represents identified historical geological features (primeval gulches) as bounded polygons. These are patches of a phenomenon rather than a full-area coverage or statistical lattice.,,0.9,Baseline_gemini
61,Oergeul - sonderingen,Primeval gulch - soundings,https://maps.amsterdam.nl/open_geodata/?k=243,https://maps.amsterdam.nl/oergeul,OERGEUL_SONDERINGEN,PointDS,PointMeasuresDS;EventDS,PointDS,PointMeasuresDS,"The dataset maps soil soundings (sonderingen) as point features. These are geotechnical measurements sampled at specific locations to determine subsurface characteristics, specifically the 'Top_Pleistoceen' level, making it a PointMeasuresDS.",,0.9,Baseline_gemini
62,Ontwikkelbuurten,Development neighbourhoods,https://maps.amsterdam.nl/open_geodata/?k=279,https://maps.amsterdam.nl/ontwikkelbuurten,ONTWIKKELBUURTEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The dataset represents specific, named development neighbourhoods (Ontwikkelbuurten) which function as discrete, bounded planning objects or projects rather than statistical reporting units or an exhaustive administrative tessellation.",,0.9,Baseline_gemini
63,Openbare toiletten,Public toilets,https://maps.amsterdam.nl/open_geodata/?k=240,https://maps.amsterdam.nl/openbare_toiletten,OPENBARE_TOILETTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset represents distinct, real-world facilities (public toilets) as points. Attributes such as pricing or opening times do not make this an AmountDS, as the primary identity of the features is the public toilet facility itself.",,1.0,Baseline_gemini
64,Overnachtingsbeleid,Overnight policy,https://maps.amsterdam.nl/open_geodata/?k=227,https://maps.amsterdam.nl/overnachtingsbeleid,OVERNACHTINGSBELEID,VectorTessellation,CoverageDS,PlainVectorRegion,PatchDS,"The dataset represents specific zones with designated planning policies ('Overnachtingsbeleid'). Since these are selected bounded areas rather than a complete administrative tessellation or a full-area land-use classification, they are classified as PatchDS.",,0.9,Baseline_gemini
65,Parkeernormen Auto,Parking standards Cars,https://maps.amsterdam.nl/open_geodata/?k=239,https://maps.amsterdam.nl/parkeernormen,PARKEERNORMEN,VectorTessellation,CoverageDS,VectorTessellation,CoverageDS,"The map layer partitions the city into zones based on parking standard categories, which constitutes a thematic coverage of the area.",,0.9,Baseline_gemini
66,"Parken, plantsoenen en recreatief groen",City parks en public green,https://maps.amsterdam.nl/open_geodata/?k=99,https://maps.amsterdam.nl/stadsparken,PARKPLANTSOENGROEN,PlainVectorRegion,ObjectDS,PlainVectorRegion,ObjectDS,"The layer represents city parks and green spaces, which are discrete, named real-world objects. The polygons do not partition the entire study area, making them PlainVectorRegion. As identified park assets, they are categorized as ObjectDS.",,1.0,Baseline_gemini
67,Postcode4-buurten,Zipcode4 shapes,https://maps.amsterdam.nl/open_geodata/?k=192,https://maps.amsterdam.nl/postcode,PC4_BUURTEN,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer represents postcode areas which form a complete partition of the study area, classifying it as a VectorTessellation of reporting units (LatticeDS).",,1.0,Baseline_gemini
68,Postcode4-buurten excl. water,Zipcode4 shapes excl. water,https://maps.amsterdam.nl/open_geodata/?k=193,https://maps.amsterdam.nl/postcode,PC4_BUURTEN_EXWATER,VectorTessellation,LatticeDS,VectorTessellation,LatticeDS,"The layer represents postcode areas which are administrative/statistical units forming a partition of the study area, classifying it as VectorTessellation and LatticeDS.",,1.0,Baseline_gemini
69,Postcode6-vlakken BAG,Zipcode6 shapes,https://maps.amsterdam.nl/open_geodata/?k=191,https://maps.amsterdam.nl/postcode,PC6_VLAKKEN_BAG,PlainVectorRegion,ObjectDS,VectorTessellation,LatticeDS,"The dataset maps Postcode6 areas, which function as administrative/statistical reporting units that form a near-complete partition of the study area, fitting the definition of a VectorTessellation and LatticeDS.",,1.0,Baseline_gemini
70,Plusnetten en Hoofdnetten,Plus and Main networks infrastructure,https://maps.amsterdam.nl/open_geodata/?k=233,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN,LineDS,NetworkDS,LineDS,NetworkDS,"The dataset represents a network of transport infrastructure (roads, cycle paths, tram, bus routes) consisting of connected line segments, which is classified as NetworkDS according to the decision tree.",,1.0,Baseline_gemini
71,Plusnetten Voetgangersgebied,Plusnetworks pedestrians,https://maps.amsterdam.nl/open_geodata/?k=84,https://maps.amsterdam.nl/plushoofdnetten,PLUSHOOFDNETTEN_VOETGEBIED,PlainVectorRegion,PatchDS,PlainVectorRegion,ObjectDS,"The dataset represents discrete, named urban objects (pedestrian plazas and parks). Since these are distinct entities rather than an exhaustive land-use coverage or reporting units, it is classified as ObjectDS with PlainVectorRegion geometry.",,0.9,Baseline_gemini
72,Privacy - Masten,Privacy - Masts,https://maps.amsterdam.nl/open_geodata/?k=304,https://maps.amsterdam.nl/privacy,PRIVACY_AISMASTEN,PointDS,ObjectDS,PointDS,ObjectDS,"The dataset contains point locations representing specific physical masts/assets, which are classified as objects.",,1.0,Baseline_gemini
